Meadow,Site,MS,Elevation,Species1,Species2,Schoener,DipteraVsPlants
a,6,a6,981.9,ProportionAcinos alpinus,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAjuga reptans,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAlchemilla sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionApiaceae sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAster amellus,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionBistorta vivipara,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCarduus defloratus,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCarlina acaulis,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionChenopodium sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCirsium arvense,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCrepis/Hieracium,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionEpilobium sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionGentiana sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionGeranium sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionHippocrepis comosa,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionLathyrus pratensis,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionLigustrum vulgare,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionMyosotes sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionNeottia ovata,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionOriganum vulgare,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionParnassia palustris,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionPlatanthera chlorantha,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionPolygala alpestris,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSedum album,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSilene nutans,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSolanum dulgamara,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionUrtica dioica,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionVicia cracca,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionVincetoxicum hirundinaria,ProportionZDensityDipteraTOTAL,,x
a,6,a6,981.9,ProportionViola sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAcinos alpinus,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAjuga reptans,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAlchemilla sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionApiaceae sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionBistorta vivipara,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCarduus defloratus,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCarlina acaulis,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionChenopodium sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCrepis/Hieracium,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionEpilobium sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionEuphrasia sp,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionGentiana sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionHypericum sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionMyosotes sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionNeottia ovata,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionParnassia palustris,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionPlatanthera chlorantha,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionPolygala alpestris,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionPolygonum aviculare,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionSedum album,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionSilene nutans,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionSolanum dulgamara,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionTrifolium repens,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
i,1,i1,766.3,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAcinos alpinus,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAjuga reptans,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAlchemilla sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAllium carinatum,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionApiaceae sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionBistorta vivipara,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCarduus defloratus,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCirsium arvense,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionClinopodium vulgare,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCrepis/Hieracium,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionEpilobium sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionGentiana sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionGeranium sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionHypericum sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionLathyrus pratensis,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionLigustrum vulgare,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionMyosotes sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionNeottia ovata,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionOriganum vulgare,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionPolygala alpestris,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionPolygonum aviculare,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionRosa sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionRubus sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionSilene nutans,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionSolanum dulgamara,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionTrifolium repens,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionUrtica dioica,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
i,2,i2,737.4,ProportionVeronica teucrium,ProportionZDensityDipteraTOTAL,,x
