Meadow,Site,MS,Elevation,Species1,Species2,Schoener,OverallVsPlants
a,4,a4,1002.8,ProportionSanguisorba minor,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionSaponaria ocymoides?,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionSenecio sp#,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionSilene dioica,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionSilene nutans,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionSolanum dulgamara,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionSolidago virgaurea,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionStachys recta,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionTaraxacum sp#,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionTeurium montanum,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionThesium sp#,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionTragopodon pratensis,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionTrifolium badium,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionTrifolium campestre,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionTrolleis europaeus,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionVaccinium vitis-idaea,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionValeriana,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionVerbena officinalis,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionVeronica officinalis,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionVicia sepium,ProportionZInsectDensity,,x
a,4,a4,1002.8,ProportionViola sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAconitum anthora,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAconitum napellus,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAegopodium podagraria,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAjuga pyramidalis,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAjuga reptans,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAlchemilla sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAllium carinatum,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAnemone narcissiflora,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAnthericum ramosum,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionArnica montana,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAster amellus,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionAster bellidiastrum,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionBistorta vivipara,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionBuphthalmum salicifolium,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionCapsella bursa-pastoris,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionCarduus defloratus,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionCarlina vulgaris,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionCephalanthera longifolia,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionChenopodium sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionCichorium intybus,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionCirsium arvense,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionCoeglossum viride,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionConvolvulus arvensis,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionConyza sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionCrepis sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionCrepis sp# 2,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionCuscuta europaeae,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionDianthus sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionEpilobium sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionFragaria sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionGentiana sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionGeranium pusillum,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionGeranium sanguineum?,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionGeranium sylvaticum,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionGlobularia cardiflora,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionGlobularia nudicaulis,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionGymnadenia conopsea,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionLamium album,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionLathyrus sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionMaianthemum bifolium,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionMalva neglecta,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionMedicago minima,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionMelampyrum sylvaticum,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionMycelis muralis,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionMyosotes sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionNeottia ovata,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionOdontites luteus,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionOnobrychis vicifolia,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionOphrus apifera,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionOphrus insectifera,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionOrchis mascula,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionOriganum vulgare,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionPastinaca sativa,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionPhyteuma orbiculare,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionPlantago major,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionPlanthera bifolia,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionPlatanthera chlorantha,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionPrimula veris,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionPulsatilla sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionReseda lutea,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionRhinanthus minor,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionRumex sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionSanguisorba minor,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionSaponaria ocymoides?,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionSenecio sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionSilene dioica,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionSilene nutans,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionSolidago virgaurea,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionStachys recta,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionTaraxacum sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionThesium sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionTragopodon pratensis,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionTrifolium badium,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionTrolleis europaeus,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionVaccinium vitis-idaea,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionValeriana,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionVerbena officinalis,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionVeronica officinalis,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionVeronica sp#,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionVeronica teucrium,ProportionZInsectDensity,,x
a,5,a5,1001,ProportionViola sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAcinos alpinus,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAconitum anthora,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAconitum napellus,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAegopodium podagraria,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAjuga pyramidalis,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAjuga reptans,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAlchemilla sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAnemone narcissiflora,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAnthyllis vulneraria,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionApiaceae sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionArnica montana,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAster amellus,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAster bellidiastrum,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionAtroba belladonna,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionBistorta vivipara,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCapsella bursa-pastoris,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCarduus defloratus,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCarduus nutans,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCarlina acaulis,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCarum carvi,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCentaurium sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCephalanthera longifolia,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCerastium sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionChenopodium sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCichorium intybus,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCirsium arvense,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCoeglossum viride,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionConvolvulus arvensis,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionConyza sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCrepis sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCrepis sp# 2,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCrepis/Hieracium,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionCuscuta europaeae,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionDianthus sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionEpilobium sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionEuphorbia cyparissias,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionFragaria sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionGalium sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionGentiana sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionGeranium pusillum,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionGeranium sanguineum?,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionGeranium sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionGeranium sylvaticum,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionGlobularia cardiflora,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionGymnadenia conopsea,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionHippocrepis comosa,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionLamium album,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionLathyrus pratensis,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionLathyrus sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionLigustrum vulgare,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionLotus maritimus,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionMaianthemum bifolium,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionMalva neglecta,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionMedicago minima,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionMelampyrum sylvaticum,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionMycelis muralis,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionMyosotes sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionNeottia ovata,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionOnobrychis vicifolia,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionOphrus apifera,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionOphrus insectifera,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionOrchis mascula,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionOriganum vulgare,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionParnassia palustris,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionPastinaca sativa,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionPhyteuma orbiculare,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionPlantago major,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionPlanthera bifolia,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionPlatanthera chlorantha,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionPolygala alpestris,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionPolygala vulgaris,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionPrimula veris,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionPulsatilla sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionReseda lutea,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionRhinanthus minor,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionRumex sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSambucus sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSanguisorba minor,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSaponaria ocymoides?,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSedum album,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSedum sp# yellow,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSenecio sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSilene dioica,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSilene nutans,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSolanum dulgamara,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionStachys recta,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionTaraxacum sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionThesium sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionTragopodon pratensis,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionTrifolium badium,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionTrifolium campestre,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionTrolleis europaeus,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionUrtica dioica,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionVaccinium vitis-idaea,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionValeriana,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionVerbena officinalis,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionVeronica chamaedris,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionVeronica officinalis,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionVeronica sp#,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionVicia cracca,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionVincetoxicum hirundinaria,ProportionZInsectDensity,,x
a,6,a6,981.9,ProportionViola sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAcinos alpinus,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAconitum anthora,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAconitum napellus,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAegopodium podagraria,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAjuga pyramidalis,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAjuga reptans,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAlchemilla sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAnemone narcissiflora,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAnthyllis vulneraria,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionApiaceae sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionArenaria/Linum ym#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionArnica montana,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionAster bellidiastrum,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionBellis perennis,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionBistorta vivipara,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCapsella bursa-pastoris,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCarduus defloratus,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCarlina acaulis,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCarlina vulgaris,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCarum carvi,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCentaurium sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCephalanthera longifolia,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionChenopodium sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCichorium intybus,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCirsium acaule,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCoeglossum viride,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionConyza sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCrepis sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCrepis sp# 2,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCrepis/Hieracium,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionCuscuta europaeae,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionDianthus sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionEpilobium sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionEuphrasia sp,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionFragaria sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionGentiana sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionGentiana verna,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionGeranium pusillum,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionGeranium sylvaticum,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionGlobularia cardiflora,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionGymnadenia conopsea,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionHypericum sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionLamium album,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionLathyrus sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionMaianthemum bifolium,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionMalva neglecta,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionMedicago minima,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionMelampyrum sylvaticum,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionMycelis muralis,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionMyosotes sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionNeottia ovata,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionOnobrychis vicifolia,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionOphrus insectifera,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionOrchis mascula,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionParnassia palustris,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionPastinaca sativa,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionPhyteuma orbiculare,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionPlantago major,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionPlanthera bifolia,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionPlatanthera chlorantha,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionPolygala alpestris,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionPolygala vulgaris,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionPolygonum aviculare,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionPrimula veris,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionPulsatilla sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionReseda lutea,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionRhinanthus minor,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionRumex sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionSambucus sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionSedum album,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionSedum sp# yellow,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionSenecio sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionSilene dioica,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionSilene nutans,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionSolanum dulgamara,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionSolidago virgaurea,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionStachys recta,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionTaraxacum sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionThesium sp#,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionTragopodon pratensis,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionTrifolium badium,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionTrifolium campestre,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionTrifolium repens,ProportionZInsectDensity,,x
i,1,i1,766.3,ProportionTrolleis europaeus,ProportionZInsectDensity,,x
