Samplenro,Notebook,Day,Month,DOY,SDOY,Meadow,Site,MeadowSite,Totalflowers,Species,SumOfInsects2,SumOfEffort,InsectDensity,MinOfAchilleamillefolium,MinOfAcinosalpinus,MinOfAconitumnapellus,MinOfAconitumanthora,MinOfAegopodiumpodagraria,MinOfAgrimoniaeupatoria,MinOfAjugareptans,MinOfAjugapyramidalis,MinOfAlchemillasp,MinOfAlliumcarinatum,MinOfAnacamptispyramidalis,MinOfAnemonenarcissiflora,MinOfAnthericumramosum,MinOfAnthyllisvulneraria,MinOfApiaceaesp,MinOfArabis/Arabidopsis,MinOfArenaria/Linumym,MinOfArnicamontana,MinOfAsperulacynanchica,MinOfAsteramellus,MinOfAsterbellidiastrum,MinOfAtrobabelladonna,MinOfBellisperennis,MinOfBistortavivipara,MinOfBuphthalmumsalicifolium,MinOfCarumcarvi,MinOfClinopodiumvulgare,MinOfCampanulaglomerata,MinOfCampanulasp,MinOfCapsellabursa-pastoris,MinOfCarduusdefloratus,MinOfCarduusnutans,MinOfCarlinaacaulis,MinOfCarlinavulgaris,MinOfCentaureasp,MinOfCentauriumsp,MinOfCephalantheralongifolia,MinOfCerastiumsp,MinOfChenopodiumsp,MinOfCichoriumintybus,MinOfCirsiumarvense,MinOfCirsiumacaule,MinOfCoeglossumviride,MinOfConyzasp,MinOfConvolvulusarvensis,MinOfCrepissp,MinOfCrepissp2,MinOfCrepis/Hieracium,MinOfCrepis/Hieracium/Leontodon,MinOfCuscutaeuropaeae,MinOfDaucuscarota,MinOfDianthussp,MinOfEchiumvulgare,MinOfEpilobiumsp,MinOfEuphrasiasp,MinOfEuphorbiacyparissias,MinOfFragariasp,MinOfGaliumverum,MinOfGaliumsp,MinOfGentianasp,MinOfGentianaverna,MinOfGeraniumsylvaticum,MinOfGeraniumpusillum,MinOfGeraniumsanguineum?,MinOfGeraniumsp,MinOfGlobularianudicaulis,MinOfGlobulariacardiflora,MinOfGymnadeniaconopsea,MinOfHelianthemumnummularium,MinOfHieraciumpilosella,MinOfHippocrepiscomosa,MinOfHypericumsp,MinOfKnautia/Scabiosa,MinOfLamiumalbum,MinOfLathyruspratensis,MinOfLathyrussp,MinOfLeucanthemumvulgare,MinOfLigustrumvulgare,MinOfLotuscorniculatus,MinOfLotusmaritimus,MinOfMaianthemumbifolium,MinOfMalvaneglecta,MinOfMedicagolupulina,MinOfMedicagominima,MinOfMedicagosativa,MinOfMelampyrumsylvaticum,MinOfMycelismuralis,MinOfMyosotessp,MinOfNeottiaovata,MinOfOdontitesluteus,MinOfOnobrychisvicifolia,MinOfOnonisspinosa,MinOfOphrusapifera,MinOfOphrusinsectifera,MinOfOrchismascula,MinOfOrchisustulata,MinOfOriganumvulgare,MinOfParnassiapalustris,MinOfPastinacasativa,MinOfPeucedanumsp,MinOfPhyteumaorbiculare,MinOfPimpinellasp,MinOfPlantagolanceolata,MinOfPlantagomajor,MinOfPlantagomedia,MinOfPlantherabifolia,MinOfPlatantherachlorantha,MinOfPolygalaalpestris,MinOfPolygalacomosa,MinOfPolygalavulgaris,MinOfPolygonumaviculare,MinOfPotentillaerecta,MinOfPotentillasp,MinOfPrimulaveris,MinOfPrunellasp,MinOfPulsatillasp,MinOfRanunculussp,MinOfRhinanthusminor,MinOfResedalutea,MinOfRosasp,MinOfRubussp,MinOfRumexsp,MinOfSalviapratensis,MinOfSambucussp,MinOfSanguisorbaminor,MinOfSaponariaocymoides?,MinOfSedumspyellow,MinOfSedumalbum,MinOfSeneciosp,MinOfSilenedioica,MinOfSilenenutans,MinOfSilenevulgaris,MinOfSisymbriumofficinale,MinOfSolanumdulgamara,MinOfSolidagovirgaurea,MinOfSpiranthesspiralis,MinOfStachysofficinalis,MinOfStachysrecta,MinOfTaraxacumsp,MinOfTeucriumchamaedris,MinOfTeuriummontanum,MinOfThesiumsp,MinOfThymussp,MinOfTragopodonpratensis,MinOfTrifoliumcampestre,MinOfTrifoliumbadium,MinOfTrifoliummontana,MinOfTrifoliumpratense,MinOfTrifoliumrepens,MinOfTrolleiseuropaeus,MinOfUrticadioica,MinOfVacciniumvitis-idaea,MinOfValeriana,MinOfVerbenaofficinalis,MinOfVeronicachamaedris,MinOfVeronicaofficinalis,MinOfVeronicaspicata,MinOfVeronicateucrium,MinOfVeronicasp,MinOfViciacracca,MinOfViciasepium,MinOfVincetoxicumhirundinaria,MinOfViolasp,MinOfSpecies,MinOfSumOfCowfeces,MinOfSumOfBareground,MinOfSumOfRock,MinOfSumOfBryophytes,MinOfSumOfLitter,MinOfelevation,Selevation,ElevationKM,MinOfColeoptera,MinOfColeopteraBuprestidae,MinOfColeopteraCantharidae,MinOfColeopteraCerambycidae,MinOfColeopteraCetonidae,MinOfColeopteraChrysomelidae,MinOfColeopteraCleridae,MinOfColeopteraMalachiidae,MinOfColeopteraMeloidae,MinOfColeopteraMelyridae,MinOfColeopteraMordellidae,MinOfColeopteraOedemeridae,MinOfColeopteraScarabidae,MinOfColeopteraTenebrionidae,MinOfDiptera,MinOfDipteraAsilidae,MinOfDipteraBibinionidae,MinOfDipteraCalliphoridae,MinOfDipteraConopsidae,MinOfDipteraBombylidae,MinOfDipteraEmpididae,MinOfDipteraMuscidae,MinOfDipteraSarcophagidae,MinOfDipteraSyrphidae,MinOfDipteraTachinidae,MinOfDipteraTephritidae,MinOfHymenoptera,MinOfHymenopteraApidae,MinOfHymenopteraBraconidae,MinOfHymenopteraChrysidae,MinOfHymenopteraFormicidae,MinOfHymenopteraIchneumonidae,MinOfHymenopteraLeucospidae,MinOfHymenopteraPompelinidae,MinOfHymenopteraSpecidae,MinOfHymenopteraSphecidae,MinOfHymenopteraTenthredinidae,MinOfHymenopteraVespidae,MinOfRaphidioptera,InsectsPerFlower,MinOfTemperature,MinOfSumOfEffort,ColeopteraDensity,ColeopteraBuprestidaeDensity,ColeopteraCantharidaeDensity,ColeopteraCerambycidaeDensity,ColeopteraCetonidaeDensity,ColeopteraChrysomelidaeDensity,ColeopteraCleridaeDensity,ColeopteraMalachiidaeDensity,ColeopteraMeloidaeDensity,ColeopteraMelyridaeDensity,ColeopteraMordellidaeDensity,ColeopteraOedemeridaeDensity,ColeopteraScarabidaeDensity,ColeopteraTenebrionidaeDensity,DipteraDensity,DipteraAsilidaeDensity,DipteraBibinionidaeDensity,DipteraCalliphoridaeDensity,DipteraConopsidaeDensity,DipteraBombylidaeDensity,DipteraEmpididaeDensity,DipteraMuscidaeDensity,DipteraSarcophagidaeDensity,DipteraSyrphidaeDensity,DipteraTachinidaeDensity,DipteraTephritidaeDensity,HymenopteraDensity,HymenopteraApidaeDensity,HymenopteraBraconidaeDensity,HymenopteraChrysidaeDensity,HymenopteraFormicidaeDensity,HymenopteraIchneumonidaeDensity,HymenopteraLeucospidaeDensity,HymenopteraPompelinidaeDensity,HymenopteraSpecidaeDensity,HymenopteraSphecidaeDensity,HymenopteraTenthredinidaeDensity,HymenopteraVespidaeDensity,RaphidiopteraDensity
133,2,5,8,217,1.048912418,i,5,i5,6894,44,53,66.68,0.794841032,100,,,,,100,,,,,,,30,3,,1,10,,1500,,,,,,,,,80,10,,,15,,,400,,,20,,50,,,,,,,,10,300,,50,10,30,,200,,,150,2,,,,,,,,,,50,2,,,20,,,,,,150,,,,100,,400,,,,,,,300,,,,,,,,200,,500,30,,,,,,,,,30,,,200,,100,,,,,,20,,,,,1,,,,,,,,,200,,,300,400,,500,,,,100,50,20,,,,,,,,150,,,,,,,51,1.2,31.2,0.2,0,9,684.5,0.624447209,0.6845,,,,3,,14,,,,,,6,,,1,,,,,,,6,,1,2,,,15,,,,3,,,,,,2,,0.000115295,24,66.68,0,0,0,0.044991002,0,0.209958008,0,0,0,0,0,0.089982004,0,0,0.014997001,0,0,0,0,0,0,0.089982004,0,0.014997001,0.029994001,0,0,0.224955009,0,0,0,0.044991002,0,0,0,0,0,0.029994001,0
134,2,6,8,218,1.053746116,i,1,i1,6051,35,50,66.68,0.74985003,400,,,,,200,,,,2,,,80,,,,,,300,,,,,,100,,200,100,50,,,,,,400,,,,,,30,,,,1,,,,,,200,,,,,,,300,,,,,,,,,,,300,,,,10,,,,1,,50,,,,,,500,,,,,,,300,,,,,10,,,300,,1000,,,,,,,,,,,,,200,,100,,,,,,10,,,,,,,,,2,,,,,,,,400,,,300,,,,100,50,,,20,,,,,,10,,,20,,5,,44,0.7,25.8,0,0,22.3,766.3,0.699070703,0.7663,,,,9,,5,,,,,,3,,1,2,,,,,,,6,,4,3,,,12,1,,,4,,,,,,,,0.000123922,21,66.68,0,0,0,0.134973005,0,0.074985003,0,0,0,0,0,0.044991002,0,0.014997001,0.029994001,0,0,0,0,0,0,0.089982004,0,0.059988002,0.044991002,0,0,0.179964007,0.014997001,0,0,0.059988002,0,0,0,0,0,0,0
135,2,6,8,218,1.053746116,i,2,i2,7125,41,50,66.68,0.74985003,,,,,,20,,,,,,,400,1,,,,,1000,,,,,,200,,,100,100,,,,,,600,,,,,10,,5,,,,,,,10,,100,25,,,100,,,300,5,,,,,,,1,,,500,5,,,20,,,,10,,10,,,,,,300,,,,,,,400,,,,1,,,,800,,500,10,,2,,,,,,,100,,,300,,100,,,,,,50,,,,,30,,,,,,,,,10,,,400,200,,300,,,,50,20,,,,,,,,,30,,,,,,,56,1.2,20.2,0,0,25.8,737.4,0.672706168,0.7374,,,,,,7,,,,,,2,,,,,,,1,,,7,,4,1,2,,14,1,,,4,,1,,1,,5,,0.000105242,20,66.68,0,0,0,0,0,0.104979004,0,0,0,0,0,0.029994001,0,0,0,0,0,0,0.014997001,0,0,0.104979004,0,0.059988002,0.014997001,0.029994001,0,0.209958008,0.014997001,0,0,0.059988002,0,0.014997001,0,0.014997001,0,0.074985003,0
136,2,6,8,218,1.053746116,i,6,i6,4857,41,50,50.01,0.99980004,200,,,,,10,,,,,,,500,,,,,,100,20,,,,,300,,50,200,100,,,,,10,400,,,,,,20,,,,,,,,20,,250,10,100,,,,,100,,,,,,,,1,,,200,,,,40,,,,10,,10,1,,,,,500,,,,,,,150,,,,,20,,50,400,,200,,,,,,,,,,,,,100,,,,,,,,20,,,,,,,,,,,,,,,10,,150,200,50,300,,,,10,20,,,,,5,,,,10,,,10,,,,58,1.5,33.8,0.7,0,21,702.2,0.640594347,0.7022,,,,1,,,,,,,,,,,4,,,1,,,,10,,4,,,1,15,2,,,4,,4,,,,4,,0.000205847,21,50.01,0,0,0,0.019996001,0,0,0,0,0,0,0,0,0,0,0.079984003,0,0,0.019996001,0,0,0,0.199960008,0,0.079984003,0,0,0.019996001,0.299940012,0.039992002,0,0,0.079984003,0,0.079984003,0,0,0,0.079984003,0
137,2,6,8,218,1.053746116,i,7,i7,3098,31,50,83.35,0.599880024,5,,,,,20,,,,,,,200,,,,,,200,15,,,,,200,,,100,100,,,,,5,300,,,,,,,,,,,,,,,,50,30,50,,,,,40,,,,,,,,,,,150,,,5,30,,,,10,,10,,,,,,50,,,,,,,150,,,,,,,,150,,200,,,,,,,,,,,,,100,,20,,,,,,3,,,,,,,,,,,,,,,5,,200,200,,400,,,,,,,,,,,,,,100,,,,,,,57,0.15,41.5,0.6,0.1,17.2,648.5,0.591605574,0.6485,,,,,,2,,,,,,1,,,,,,1,10,,,3,,2,,,,23,,,,4,,,,,,4,,0.000193635,21,83.35,0,0,0,0,0,0.023995201,0,0,0,0,0,0.0119976,0,0,0,0,0,0.0119976,0.119976005,0,0,0.035992801,0,0.023995201,0,0,0,0.275944811,0,0,0,0.047990402,0,0,0,0,0,0.047990402,0
138,2,7,8,219,1.058579813,a,6,a6,10738,40,50,66.68,0.74985003,500,,,,,30,,,,20,,,1,,,,,,500,,,,,,,,,100,10,,,,,,5000,,,,,,,10,,,,,,,300,,80,,80,,1000,,,100,,,1,,,,,,,,400,5,,10,30,,,,5,,20,,,,300,,200,,,,,,,200,,,,,,,,50,,700,20,,3,,,,,,,20,,,100,,20,,,,,,10,,,,,,,,,2,,,1,,200,,,100,100,,400,,,,100,,10,,,,,,,,,,,,,,,59,2.5,10.8,0,0,18.7,981.9,0.895755609,0.9819,,,,,,5,,,,,,2,,,,,,,,,,16,,12,1,4,,1,,,,6,,,,,2,1,,6.98E-05,17,66.68,0,0,0,0,0,0.074985003,0,0,0,0,0,0.029994001,0,0,0,0,0,0,0,0,0,0.23995201,0,0.179964007,0.014997001,0.059988002,0,0.014997001,0,0,0,0.089982004,0,0,0,0,0.029994001,0.014997001,0
139,2,8,8,220,1.063413511,a,5,a5,12859,49,51,33.34,1.529694061,200,30,,,,50,,,,,,,,,3,,20,,50,,,5,,,,,100,100,30,,,1,,,5000,,,10,,,,30,,,,,,,3000,,300,,100,,500,,,150,1,,,,,,,,,,50,,,30,100,,3,,20,,100,,,,,,200,,,,,,,200,,,,,,20,,,,600,,,5,,,,,,,50,,,300,,100,,,,,,10,,,,1,30,,,,2,,10,,,5,,,100,5,,500,,,,500,100,100,,5,,,,,,30,,,3,,,,61,3.6,6.6,1.1,1.2,20.4,1001,0.913179922,1.001,,,,1,,,,,,,,,,1,3,,,,,,,14,,7,3,2,,18,1,,,1,,,,,,,,0.000118959,19,33.34,0,0,0,0.029994001,0,0,0,0,0,0,0,0,0,0.029994001,0.089982004,0,0,0,0,0,0,0.419916017,0,0.209958008,0.089982004,0.059988002,0,0.539892022,0.029994001,0,0,0.029994001,0,0,0,0,0,0,0
140,2,8,8,220,1.063413511,a,4,a4,6569,41,50,50.01,0.99980004,150,,,,,100,,,,1,,,,,,,,,,,,,,,,,50,20,,,,30,,,800,,,,,,1,30,,,,,,,400,,200,,,,300,,,80,,,,,20,,,,,,400,1,,3,150,,3,,5,,30,,,,20,,100,,,,,,,150,,,,,,,,,,1000,10,,10,,,,,,,100,20,,200,,50,,,,,,500,,,,,20,,,,30,,,,,,,,30,,,800,,,,500,100,100,,,,,,,,50,,,5,,,,55,3.15,11.2,0.15,0,33.2,1002.8,0.914822003,1.0028,,,,,,4,,,,,,,,,,,,,,,,7,,10,1,2,,13,3,,,9,,,,,1,,,0.0001522,18,50.01,0,0,0,0,0,0.079984003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139972006,0,0.199960008,0.019996001,0.039992002,0,0.25994801,0.059988002,0,0,0.179964007,0,0,0,0,0.019996001,0,0
141,2,8,8,220,1.063413511,a,2,a2,8601,31,50,66.68,0.74985003,100,,,,,30,,,,,,,2,,,,,,1500,,,,,,,10,,80,,,,,,5,1500,,,,,,,,,,,,,,150,,100,,5,,500,,,100,,,1,,,,,,,,1200,,,,30,,,,8,,,,,,20,,,,,,,,,150,,,,,,,,250,,1000,,,10,,,,50,,,200,,,250,,200,,,,,,150,,,,,,,,,50,,,,,,,,50,,,600,,,,300,,,,,,,,,,,,,,,,,50,0.55,3.8,0,0,37.3,984.9,0.898492412,0.9849,,,,5,,5,,,,,,3,,,3,,,,,,,3,,6,,3,,10,1,,,10,,,,,1,,,8.72E-05,18,66.68,0,0,0,0.074985003,0,0.074985003,0,0,0,0,0,0.044991002,0,0,0.044991002,0,0,0,0,0,0,0.044991002,0,0.089982004,0,0.044991002,0,0.149970006,0.014997001,0,0,0.149970006,0,0,0,0,0.014997001,0,0
142,2,8,8,220,1.063413511,a,3,a3,12214,38,52,50.01,1.039792042,300,2,,,,20,,,,,,,1,,,,50,,2000,,,,,,30,,150,80,30,,,,,,5000,,,,,,,10,,,,,,,50,,200,,5,,200,,,200,20,,,,,,,,,,200,,,15,100,,,,5,,,,,,,,500,,,,,,,,,,,,,,,30,,1500,5,,,,,,,,,100,,,150,,300,,,,,,20,,,,,10,,,,10,,,,,1,,,50,,,600,,,,200,20,,,,,,,,,50,,,,,,,65,0.45,5.2,0.3,0,36.7,949.8,0.866471818,0.9498,,,,,,6,,,,,,,,,4,,,1,1,,,12,,5,1,4,1,11,1,,,4,,,,,,1,,8.51E-05,18,50.01,0,0,0,0,0,0.119976005,0,0,0,0,0,0,0,0,0.079984003,0,0,0.019996001,0.019996001,0,0,0.23995201,0,0.099980004,0.019996001,0.079984003,0.019996001,0.219956009,0.019996001,0,0,0.079984003,0,0,0,0,0,0.019996001,0
143,2,8,8,220,1.063413511,a,1,a1,11125,41,55,66.68,0.824835033,500,50,,,,10,,,,,,,,,,,,,1000,,,,,,,10,150,50,100,,,,,3,4000,,,,,,,50,,,,,,10,150,,200,,15,,300,,,500,,,1,,,,,,,,300,3,,5,50,,,,3,,20,,,,,,500,,,,,,,150,,,,,,,50,20,,1500,,,,,,,,,,50,10,,200,,300,,,,,,150,,,,,,,,,5,,,,,5,,,5,,,400,,,,200,50,50,,,,,,,,,,,,,,,61,0.4,6,0,0,29.5,1020.6,0.931060368,1.0206,,,,5,,13,,,,,,,,,2,,,,,,,9,,7,3,,,11,,,,4,,,,,1,,,7.41E-05,18,66.68,0,0,0,0.074985003,0,0.194961008,0,0,0,0,0,0,0,0,0.029994001,0,0,0,0,0,0,0.134973005,0,0.104979004,0.044991002,0,0,0.164967007,0,0,0,0.059988002,0,0,0,0,0.014997001,0,0
144,2,8,8,220,1.063413511,n,5,n5,5371,34,53,66.68,0.794841032,300,,,,,,,,,1,,,,,,,,,30,,,,,,,5,20,,20,,,10,1,,800,,,10,,,1,150,,,,,,,400,,,,500,,300,,,50,,,,,,,,,30,,,,,50,20,,,,,,200,,,,,,,,,,,,,50,,,,,,,,,,,50,,150,,,,,,,200,,,300,,600,,,,,,3,,,,,20,,,,80,,,,,,,,100,20,,500,,,,300,,100,,,,,,,,,,,,,,,57,2.7,20.7,0.1,0,31.8,1398.6,1.275897541,1.3986,,,,1,,9,1,,,1,,,,,3,,,1,,,,15,,2,1,,,9,,1,,8,,,,,1,,,0.000147988,18,66.68,0,0,0,0.014997001,0,0.134973005,0.014997001,0,0,0.014997001,0,0,0,0,0.044991002,0,0,0.014997001,0,0,0,0.224955009,0,0.029994001,0.014997001,0,0,0.134973005,0,0.014997001,0,0.119976005,0,0,0,0,0.014997001,0,0
145,2,13,8,225,1.087582,n,3,n3,3852,38,50,50.01,0.99980004,500,30,,,,,,,10,,,,,,,1,50,,,,,,,,,50,3,,30,,3,,,,30,,,,,,,50,,,,,,,1000,,,,30,,500,,,10,50,,,,,,,,,,5,,2,2,5,,,,,,50,,,,100,,,,,,,,,10,,,,,,,,,,,150,,100,,,,,,,100,,,100,,200,,,,,,50,,,,,10,,,100,20,,,,,,,,50,,,100,1,,,100,50,200,,,,,,,,,,,,,,,58,1.6,18.6,3,0.4,33.9,1407.7,1.284199176,1.4077,,,,1,,,,,,,,,,,3,,,,,,,37,,6,,1,,,,,,1,,,,,1,,,0.000259553,14,50.01,0,0,0,0.019996001,0,0,0,0,0,0,0,0,0,0,0.059988002,0,0,0,0,0,0,0.73985203,0,0.119976005,0,0.019996001,0,0,0,0,0,0.019996001,0,0,0,0,0.019996001,0,0
146,2,13,8,225,1.087582,n,2,n2,3257,39,50,66.68,0.74985003,400,50,,,,,,,20,,,,,,,1,20,,,,,,,1,,20,50,,20,,10,,,,80,,,5,,,10,2,,,,,,,500,,,,8,,500,,,10,,,,4,,,,,,,,,,20,5,,,,,,50,,,,50,,,,,,,,,,,,,,,,,,,,200,,300,,,,,,15,20,,,100,,300,,30,,,,10,,,,,15,,,,50,,,,,,,,,,,200,,,,100,50,20,,10,,,,,,,,,1,,,,55,2.1,4.6,0,0,33.8,1405.5,1.282192188,1.4055,,,,3,,,1,,,,,,,2,8,,,,,,,20,,13,2,,,,,,,1,,,,,,,,0.000230227,14,66.68,0,0,0,0.044991002,0,0,0.014997001,0,0,0,0,0,0,0.029994001,0.119976005,0,0,0,0,0,0,0.299940012,0,0.194961008,0.029994001,0,0,0,0,0,0,0.014997001,0,0,0,0,0,0,0
147,2,13,8,225,1.087582,n,1,n1,2550,28,50,83.35,0.599880024,200,50,,,,,,,,,,,,,,,,,,,,,,,,1,10,,5,,10,,,,300,,,,,,,200,,,,,,,200,,20,,10,,400,,,,,,,,,,,,,,,,,20,20,,3,,,,50,,,,50,,,,,,,,,,,,,,,,,,,,30,,200,,,,,,,50,,,100,,50,,,,,,,,,,,,,,10,,,,,,,,,,,,200,,,,300,50,10,,,,,,,,,,,1,,,,60,1.9,6.1,0,0,34,1390.3,1.268325719,1.3903,,,,,,3,,,,,,,,,9,,,,,,,33,,1,,1,,1,,,,1,,,,,1,,,0.000235247,13,83.35,0,0,0,0,0,0.035992801,0,0,0,0,0,0,0,0,0.107978404,0,0,0,0,0,0,0.395920816,0,0.0119976,0,0.0119976,0,0.0119976,0,0,0,0.0119976,0,0,0,0,0.0119976,0,0
148,2,13,8,225,1.087582,n,4,n4,3992,40,50,66.68,0.74985003,50,,,,2,,,,10,,,,,,,,300,,,,,5,,,,5,150,,5,,5,,,,300,,,1,,,,200,,,,,,,500,,5,,30,,300,,,,,,,,,,20,,,,5,1,,20,20,40,5,,2,,100,,,,,,,,10,,,,,50,,,,1,,,,,,,20,,50,,,,,,,50,,,200,,200,,,,,,50,,,,,,,,,,,,,,,,,30,30,,200,,,,1000,10,,,10,,,,,,,,,,,,,61,2.55,14,0,0.15,35.6,1420,1.295420069,1.42,,,,2,,7,,,,,,,,,6,,,,,,,22,,6,,,1,1,2,,,3,,,,,,,,0.000187838,13,66.68,0,0,0,0.029994001,0,0.104979004,0,0,0,0,0,0,0,0,0.089982004,0,0,0,0,0,0,0.329934013,0,0.089982004,0,0,0.014997001,0.014997001,0.029994001,0,0,0.044991002,0,0,0,0,0,0,0
149,2,13,8,225,1.087582,o,4,o4,2422,27,50,116.69,0.428485731,200,,,,,,,,100,,,,,,,,,,,,,,,,,20,50,,,,20,,,,,,,,,,10,200,,,,,,,200,,,,,,400,,,5,1,,,,,,,,,1,,1,,,1,,3,,,,30,,,,,,,5,,,,,,,,,,,,,,,,,50,,20,,,,,,,300,,,200,,100,,,,,,,,,,,,,,,,,,,,,,,50,,,5,,,,150,200,100,,,,,,,,,,,,,,,60,0,7.8,0,0,35.2,1576.2,1.437916276,1.5762,,,,,,3,,,,,,,,,3,,,,1,,,31,,4,2,,,1,,,,4,,,,,1,,,0.000176914,12,116.69,0,0,0,0,0,0.025709144,0,0,0,0,0,0,0,0,0.025709144,0,0,0,0.008569715,0,0,0.265661153,0,0.034278859,0.017139429,0,0,0.008569715,0,0,0,0.034278859,0,0,0,0,0.008569715,0,0
150,2,13,8,225,1.087582,o,3,o3,1444,27,50,183.37,0.272672738,10,,,,,,,,200,,,,,,,,,,,,,,,,,3,10,,10,,10,,,,,,,,,,1,100,,,,,,,50,,,,,,300,,,,3,,,,,,,,,1,2,,,,1,,1,,,,50,,,,50,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,300,,,50,,,,,,,,,,,,,,,,,30,,,,,,,,50,,2,30,,,,20,100,50,,,,,,,,,,,,,,,49,0.1,3.1,0.1,0,28.4,1612.7,1.471214046,1.6127,,,,,,1,,,,,,,,,7,,,,3,,,22,,2,,1,,4,2,,,7,,,,,1,,,0.000188832,10,183.37,0,0,0,0,0,0.005453455,0,0,0,0,0,0,0,0,0.038174183,0,0,0,0.016360364,0,0,0.119976005,0,0.01090691,0,0.005453455,0,0.021813819,0.01090691,0,0,0.038174183,0,0,0,0,0.005453455,0,0
151,2,14,8,226,1.092415698,u,1,u1,2172,26,51,116.69,0.437055446,20,,,,,,,,500,,,,,,,,,,,,,,10,5,,50,,,,,20,,,,,,,,,,,5,,,,,,,20,,,,,,500,,,,,,,5,,,,,,,,,,3,5,,,,,,1,,,,100,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,500,,,200,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,50,50,50,,,,,,,,,,,,1,,,67,4,22,0.25,0,26.5,1745.8,1.59263687,1.7458,,,,,,7,,,,,,,,,,,,,,,,29,,5,,,1,1,,,,8,,,,,,,,0.000201223,12,116.69,0,0,0,0,0,0.059988002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248521724,0,0.042848573,0,0,0.008569715,0.008569715,0,0,0,0.068557717,0,0,0,0,0,0,0
152,2,14,8,226,1.092415698,u,2,u2,1767,27,50,133.36,0.374925015,10,1,8,10,,,,,500,,,,,,,,,,,,,,,,,1,,,5,,40,,,,,,,,,,,150,,,,,,,30,1,,,,,200,,,,,,,5,,,,,,,,,,10,30,,10,,3,,50,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,300,,,100,,50,,,,,,,,,,,,,,,1,,,,,,,,,,,100,,1,,,,100,1,,,,,,,,,,,,,,67,0,17.9,1.1,0.05,18.6,1749.2,1.59573858,1.7492,,,,3,,4,,,,,,,,,3,,,,,,,18,,8,,,,4,,,,10,,,,,,,,0.000212182,10,133.36,0,0,0,0.022495501,0,0.029994001,0,0,0,0,0,0,0,0,0.022495501,0,0,0,0,0,0,0.134973005,0,0.059988002,0,0,0,0.029994001,0,0,0,0.074985003,0,0,0,0,0,0,0
153,2,14,8,226,1.092415698,i,1,i1,4548,29,50,66.68,0.74985003,300,,,,,100,,,,,,,20,,,,,,300,,,,,,50,,250,5,30,,,,,,500,,,,,,20,,,,,,,,,,500,,,,,,,50,,,,,,,,,,,100,,,,2,,,,,,10,,,,,,400,,,,,,,150,,,,,5,,,200,,800,,,,,,,,,,20,,,100,,30,,,,,,1,,,,,,,,,,,,,,,,,150,,,400,,,,,,,,30,,,,,,10,,,15,,,,44,0.7,25.8,0,0,22.3,766.3,0.699070703,0.7663,,,,2,,1,,,,,1,,,,6,,,1,,,,10,,,3,2,,16,2,,,2,,1,,,,3,,0.000164875,14,66.68,0,0,0,0.029994001,0,0.014997001,0,0,0,0,0.014997001,0,0,0,0.089982004,0,0,0.014997001,0,0,0,0.149970006,0,0,0.044991002,0.029994001,0,0.23995201,0.029994001,0,0,0.029994001,0,0.014997001,0,0,0,0.044991002,0
154,2,14,8,226,1.092415698,i,2,i2,3404,38,50,66.68,0.74985003,80,,,,,50,,,,,,,5,,,,100,,200,1,,,,,30,,,20,80,,,,3,3,400,,,,,,,5,,,,,,,100,,300,5,,,100,,,150,5,,,,,,,,,,50,,,,10,,,,5,,,,,,,,100,,,,,,,200,,,,,,1,,500,,200,,,,,,,,,,,,,50,,50,,,,,,30,,,,,10,,,,,,,,,20,,,300,100,,100,,,,10,1,,,,,,,,,30,,,,,,,56,1.2,20.2,0,0,25.8,737.4,0.672706168,0.7374,,,,1,,7,,,,,,,,1,2,,,1,1,,,13,,3,1,,1,11,1,1,,4,,,,,,2,,0.000220285,18,66.68,0,0,0,0.014997001,0,0.104979004,0,0,0,0,0,0,0,0.014997001,0.029994001,0,0,0.014997001,0.014997001,0,0,0.194961008,0,0.044991002,0.014997001,0,0.014997001,0.164967007,0.014997001,0.014997001,0,0.059988002,0,0,0,0,0,0.029994001,0
155,2,14,8,226,1.092415698,i,3,i3,25114,35,72,25,2.88,3000,,,,,400,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,10000,,,100,,,,,,,,,,10,6000,,500,,3,,200,,,200,,,,,,,3,,,,20,,,20,200,,,,1,,100,,,,,,200,,,,,,,1500,,,,,,,10,50,,2000,,,2,,,,,,,,,,200,,200,,,,,,1,,,,,2,,,,,,,,,3,,,,,,100,,4,,10,30,10,,,,,,,,15,,,,,,,45,0.05,18.6,0,0.05,10.5,711.5,0.649078436,0.7115,,,,,,1,,,,,,1,,,13,,23,1,,,,9,,5,6,1,,5,,,,6,,,,,,1,,0.000114677,21,25,0,0,0,0,0,0.04,0,0,0,0,0,0.04,0,0,0.52,0,0.92,0.04,0,0,0,0.36,0,0.2,0.24,0.04,0,0.2,0,0,0,0.24,0,0,0,0,0,0.04,0
